tern,Ray Winstone,Tracker,2892,1904,Temuera Morrison,0,one word title,http://www.imdb.com/title/tt1414378/?ref_=fn_tt_tt_1,18,English,New Zealand,R,6500000,2010,433,6.5,2.35,830
Color,Gary Hardwick,52,106,10,578,Tatyana Ali,3000,27457409,Comedy|Drama,Julie Benz,The Brothers,3198,6419,Jenifer Lewis,4,african american|commitment|friend|friendship|playboy,http://www.imdb.com/title/tt0250274/?ref_=fn_tt_tt_1,43,English,USA,R,6000000,2001,685,6.3,1.85,478
Color,Rick Famuyiwa,18,106,44,328,Tamala Jones,865,25047631,Comedy|Drama|Romance,Omar Epps,The Wood,6585,2724,Richard T. Jones,0,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50,English,USA,R,6000000,1999,405,6.9,1.85,990
Color,Bryan Singer,162,106,0,574,Chazz Palminteri,18000,23272306,Crime|Drama|Mystery|Thriller,Kevin Spacey,The Usual Suspects,740918,20821,Kevin Pollak,4,criminal|dirty cop|flashback|limping|suspect,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,1182,English,USA,R,6000000,1995,979,8.6,2.35,28000
Black and White,Stephen Hopkins,88,89,81,92,Kelly Jo Minter,321,22168359,Fantasy|Horror|Romance|Thriller,Lisa Wilcox,A Nightmare on Elm Street 5: The Dream Child,29659,584,Matthew Borlenghi,0,child|comic book|dream|murderer|nightmare,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,227,English,USA,X,8000000,1989,101,5.1,1.85,1000
Color,Walt Becker,96,94,12,583,Curtis Armstrong,16000,21005329,Comedy|Romance,Ryan Reynolds,Van Wilder: Party Liaison,89128,19341,Erik Estrada,0,college|love|party|reporter|tuition,http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1,258,English,Germany,R,6000000,2002,876,6.4,1.85,0
Color,Darren Aronofsky,391,109,0,120,John D'Leo,1000,26236603,Drama|Sport,Mark Margolis,The Wrestler,251349,1582,Ajay Naidu,0,heart attack|stripper|supermarket|wrestler|wrestling,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,547,English,USA,R,6000000,2008,245,7.9,2.35,10000
Color,King Vidor,32,144,54,332,Lillian Gish,469,20400000,Drama|Romance|Western,Joseph Cotten,Duel in the Sun,6304,2037,Jennifer Jones,0,box office hit|half breed|infidelity|shooting|texas,http://www.imdb.com/title/tt0038499/?ref_=fn_tt_tt_1,87,English,USA,Unrated,8000000,1946,436,6.9,1.37,403
Color,Christopher Guest,119,90,378,658,Catherine O'Hara,957,18621249,Comedy,John Michael Higgins,Best in Show,45859,4611,Michael McKean,9,dog show|gay|gay character|gay couple|gay interest,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,340,English,USA,PG-13,6000000,2000,925,7.5,1.85,0
Color,John Carpenter,201,106,0,381,Adrienne Barbeau,742,25244700,Action|Sci-Fi,Donald Pleasence,Escape from New York,91017,2270,Tom Atkins,1,1990s|police|prison|rescue|year 1997,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,284,English,UK,R,6000000,1981,602,7.2,2.35,0
Color,Spike Lee,22,121,0,182,Ossie Davis,413,14545844,Comedy|Drama|Musical,Tisha Campbell-Martin,School Daze,4756,1284,Bill Nunn,4,beauty salon|black college|college|fraternity|sorority,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,38,English,USA,R,6500000,1988,282,5.8,1.85,624
Color,Fred Savage,52,89,0,405,Brian Doyle-Murray,555,13235267,Comedy|Family,Lochlyn Munro,Daddy Day Camp,12339,1752,Tamala Jones,2,competition|estranged father|skunk|summer camp|wall,http://www.imdb.com/title/tt0462244/?ref_=fn_tt_tt_1,32,English,USA,PG,6000000,2007,484,2.9,1.85,256
Color,Sammo Kam-Bo Hung,63,86,472,64,Richard Norton,472,12674183,Action|Comedy|Crime,Sammo Kam-Bo Hung,Mr. Nice Guy,19774,773,Rachel Blakely,1,chef|cook|drugs|gang|reporter,http://www.imdb.com/title/tt0117786/?ref_=fn_tt_tt_1,70,English,Hong Kong,PG-13,,1997,155,6.2,2.35,355
Color,Christopher Guest,97,91,378,345,Christopher Guest,658,17508936,Comedy|Music,Michael McKean,A Mighty Wind,22408,1660,Laura Harris,0,concert|mockumentary|musician|new york city|singer,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,272,English,USA,PG-13,,2003,378,7.3,1.85,0
Color,Donald Petrie,34,104,80,658,Lili Taylor,8000,12793213,Comedy|Drama|Romance,Julia Roberts,Mystic Pizza,18286,10430,Conchata Ferrell,4,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,73,English,USA,R,6000000,1988,960,6.2,1.85,0
Color,,10,,,502,Tuppence Middleton,1000,,Drama|History|Romance|War,Jim Broadbent,War & Peace,9277,4528,Lily James,1,male frontal nudity|male nudity|tv mini series,http://www.imdb.com/title/tt3910804/?ref_=fn_tt_tt_1,44,English,UK,TV-14,,,888,8.2,16,11000
Color,Peter Howitt,88,99,29,161,Kevin McNally,711,11883495,Comedy|Drama|Fantasy|Romance,Jeanne Tripplehorn,Sliding Doors,52805,1462,John Lynch,1,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,278,English,UK,R,9000000,1998,427,6.8,1.85,0
Color,Rusty Cundieff,25,98,38,360,Clarence Williams III,1000,11797927,Comedy|Horror|Thriller,Corbin Bernsen,Tales from the Hood,4582,3221,David Alan Grier,0,child abuse|death|drugs|ku klux klan|police brutality,http://www.imdb.com/title/tt0114609/?ref_=fn_tt_tt_1,52,English,USA,R,6000000,1995,475,6.1,1.85,985
Color,Kevin Macdonald,252,121,162,25,Simon McBurney,1000,17605861,Biography|Drama|History|Thriller,David Oyelowo,The Last King of Scotland,145580,1184,Abby Mukiibi Nkaaga,1,1970s|assassination|doctor|scottish|ugandan,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,351,English,UK,R,6000000,2006,149,7.7,2.35,0
Color,Dominique Othenin-Girard,137,96,2,120,Tamara Glynn,742,11642254,Horror|Thriller,Donald Pleasence,Halloween 5,22929,1308,Troy Evans,1,cat|halloween|kitten|michael myers|psychotronic,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,287,English,USA,X,3000000,1989,256,5.2,1.85,926
Color,Richard Linklater,231,99,0,84,Brandon Smith,11000,9203192,Comedy|Crime|Drama,Matthew McConaughey,Bernie,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,136,English,USA,PG-13,5000000,2011,106,6.8,1.85,15000
Color,Jean-Jacques Mantello,9,42,0,,Daryl Hannah,844,7518876,Adventure|Documentary|Short,Charlotte Rampling,Dolphins and Whales 3D: Tribes of the Ocean,172,844,,0,3d in title|animal in title|digit in title|dolphin|manatee,http://www.imdb.com/title/tt0996382/?ref_=fn_tt_tt_1,5,English,UK,,6000000,2008,0,6.5,1.78,28
Color,Ed Harris,115,122,0,221,Bud Cort,697,8596914,Biography|Drama,John Heard,Pollock,23023,1517,Amy Madigan,0,1940s|artist|drinking|life magazine|painter,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1,148,English,USA,R,6000000,2000,394,7,1.85,0
Color,Risa Bramon Garcia,67,101,112,612,Dave Chappelle,1000,6851636,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes,13010,2697,Gaby Hoffmann,5,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,English,USA,R,6000000,1999,744,5.9,1.85,0
Color,Brian Klugman,216,102,49,10000,Bradley Cooper,24000,11434867,Drama|Mystery|Romance|Thriller,J.K. Simmons,The Words,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,130,English,USA,PG-13,6000000,2012,14000,7.1,1.85,21000
Color,Matt Piedmont,133,84,4,546,Adrian Martinez,8000,5895238,Comedy|Western,Will Ferrell,Casa de mi Padre,17169,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,Spanish,USA,R,6000000,2012,806,5.5,2.35,9000
Color,Raymond De Felitta,149,104,20,130,Curtiss Cook,3000,6670712,Comedy|Drama,Ezra Miller,City Island,27301,3825,Dominik Garc铆a-Lorido,6,anger|family reunion|father son reunion|hugging|movie making,http://www.imdb.com/title/tt1174730/?ref_=fn_tt_tt_1,101,English,USA,PG-13,6000000,2009,591,7.4,1.85,0
Color,John Michael McDonagh,261,96,51,28,Fionnula Flanagan,3000,5359774,Comedy|Crime|Thriller,Don Cheadle,The Guard,64794,3569,Wale Ojo,0,boat on fire|drug smuggling|fbi|fbi agent|small town,http://www.imdb.com/title/tt1540133/?ref_=fn_tt_tt_1,131,English,Ireland,R,6000000,2011,482,7.3,2.35,17000
Color,Deb Hagan,42,94,0,664,Alona Tal,1000,4693919,Comedy,Drake Bell,College,11011,4484,Haley Bennett,0,college|face slap|high school|loss of virginity|pierced nipple,http://www.imdb.com/title/tt0844671/?ref_=fn_tt_tt_1,78,English,USA,R,6500000,2008,1000,4.6,1.85,422
Color,Sofia Coppola,152,90,0,826,Kathleen Turner,4000,4859475,Drama|Romance,Kirsten Dunst,The Virgin Suicides,116910,7103,Scott Glenn,0,catholic|five sisters|isolation|school|suicide,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,520,English,USA,R,6000000,1999,899,7.2,1.85,0
Color,Mark Herman,64,97,39,286,Annette Badland,1000,4595000,Comedy|Drama|Music|Romance,Jim Broadbent,Little Voice,13892,2103,Brenda Blethyn,4,mother|recluse|shy|singer|talent,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,160,English,UK,R,,1998,497,7,1.85,915
Color,Zach Cregger,76,90,138,263,Windell Middlebrooks,373,4542775,Comedy|Romance,Hugh M. Hefner,Miss March,18313,1831,Raquel Alessi,2,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73,English,USA,R,6000000,2009,308,5.1,1.85,985
Color,Zach Braff,149,106,0,379,Josh Gad,17000,3588432,Comedy|Drama,Jim Parsons,Wish I Was Here,29341,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,93,English,USA,R,6000000,2014,1000,6.7,2.35,0
Color,Mark Tarlov,35,96,3,353,Dylan Baker,4000,4394936,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,Simply Irresistible,11439,5668,Lawrence Gilliard Jr.,1,chef|female chef|love|magic|restaurant,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,190,English,Germany,PG-13,6000000,1999,812,5.3,2.35,901
Color,,47,44,,724,Jason Dohring,937,,Crime|Drama|Mystery,Francis Capra,Veronica Mars,55524,3318,Enrico Colantoni,1,best friend|high school|private detective|sheriff|student,http://www.imdb.com/title/tt0412253/?ref_=fn_tt_tt_1,315,English,USA,TV-14,,,828,8.4,1.78,0
Color,John Cameron Mitchell,108,95,263,179,Miriam Shor,263,3029081,Comedy|Drama|Music|Musical,John Cameron Mitchell,Hedwig and the Angry Inch,26300,993,Andrea Martin,0,band|rock band|sex change|song|transsexual,http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1,231,English,USA,R,6000000,2001,261,7.8,1.85,0
Color,Sheldon Lettich,17,99,23,82,Ryan Bollman,97,3273588,Action|Drama,Antoni Corone,Only the Strong,4195,382,Todd Susman,1,capoeira|fight|fighting|martial arts|violence,http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1,50,English,USA,PG-13,6000000,1993,91,6.7,1.85,0
Color,Jon Knautz,12,93,10,34,Monda Scott,397,,Drama|Horror|Mystery|Thriller,Rachel Alig,Goddess of Love,522,546,Alexis Kendra,0,female nudity|hallucination|sex scene|strip club|stripper,http://www.imdb.com/title/tt3432552/?ref_=fn_tt_tt_1,5,English,USA,,,2015,77,5.4,2.35,84
Color,Billy Ray,129,99,53,491,Rosario Dawson,4000,2207975,Drama|History,Hayden Christensen,Shattered Glass,28855,8297,Cas Anvar,0,fabricated facts|journalist|stephen glass|the new republic|writer,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,190,English,USA,PG-13,6000000,2003,3000,7.2,2.35,0
Color,David Atkins,84,95,8,15,Lynne Thigpen,244,2025238,Comedy|Crime|Drama|Thriller,Chelcie Ross,Novocaine,9589,489,Polly Noonan,3,dentist|drugs|murder|sex|sunflower,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,105,English,USA,R,6000000,2001,230,5.8,1.85,289
Color,Patrick Stettner,61,84,5,152,Tony Devon,944,1028337,Drama|Thriller,Stockard Channing,The Business of Strangers,3413,1407,Frederick Weller,2,airport|businesswoman|hotel|revenge|vegetarian,http://www.imdb.com/title/tt0270259/?ref_=fn_tt_tt_1,78,English,USA,R,,2001,257,6.4,1.85,29
Color,Sam Peckinpah,147,144,541,242,Warren Oates,682,,Action|Adventure|Western,William Holden,The Wild Bunch,63192,2379,L.Q. Jones,1,friendship|honor|righteous rage|soldier|texas,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,287,English,USA,R,6244087,1969,288,8,2.35,0
Color,Jonathan Levine,147,99,129,362,Aaron Yoo,976,2077046,Comedy|Drama|Romance,Mary-Kate Olsen,The Wackness,27266,2748,Method Man,2,ice cream|marijuana|new york city|summer|therapy,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,75,English,USA,R,6000000,2008,617,7,2.35,0
Black and White,Michael Crichton,23,110,735,20,Michael Elphick,187,,Adventure|Crime|Drama|Thriller,Lesley-Anne Down,The Great Train Robbery,11623,297,Pamela Salem,2,bank|gold|key|safe|train,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,50,English,UK,PG,6000000,1979,34,7,1.85,643
Color,Lynne Ramsay,75,97,159,53,Bryan Dick,631,267194,Drama,Samantha Morton,Morvern Callar,6906,841,Paul Popplewell,0,breasts|cleavage|female rear nudity|girl in panties|public nudity,http://www.imdb.com/title/tt0300214/?ref_=fn_tt_tt_1,111,English,UK,R,,2002,104,6.7,1.85,605
Color,Sylvio Tabet,17,107,0,284,Kari Wuhrer,721,869325,Action|Adventure|Fantasy|Sci-Fi,Michael Berryman,Beastmaster 2: Through the Portal of Time,2281,2000,Marc Singer,2,beast|beastmaster|psychotronic|sword and sorcery|warrior,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,16,English,USA,PG-13,6000000,1991,514,3.8,1.85,125
Color,Rick Bieber,16,90,11,316,Kendrick Cross,767,399611,Biography|Drama|Sport,Aidan Quinn,The 5th Quarter,1245,2370,Sammy Nagi Njuguna,2,athletic training|football practice|funeral|gymnasium|man crying,http://www.imdb.com/title/tt1130964/?ref_=fn_tt_tt_1,29,English,USA,PG,6000000,2010,529,5.7,1.85,0
Color,Claude Chabrol,60,104,324,27,Nathalie Baye,173,181798,Drama,Beno卯t Magimel,The Flower of Evil,2591,282,M茅lanie Doutey,5,bordeaux|election|mayor|pamphlet|political thriller,http://www.imdb.com/title/tt0322289/?ref_=fn_tt_tt_1,36,French,France,R,,2003,67,6.6,1.66,52
Color,Shana Feste,63,96,19,71,Zo毛 Kravitz,1000,115862,Drama|Romance,Jennifer Ehle,The Greatest,7394,2163,Cara Seymour,2,car crash|loss|self help group|teenage mother|title directed by female,http://www.imdb.com/title/tt1226232/?ref_=fn_tt_tt_1,50,English,USA,R,6000000,2009,943,6.7,2.35,0
,Wayne Wang,56,104,61,451,Russell Wong,974,1346503,Drama|History,Bingbing Li,Snow Flower and the Secret Fan,3024,2430,Ji-hyun Jun,0,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1,22,English,China,PG-13,6000000,2011,595,6.1,2.35,0
Color,Joey Lauren Adams,36,97,781,90,Diane Ladd,596,117560,Drama|Romance,Tim Blake Nelson,Come Early Morning,2330,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,29,English,USA,R,6000000,2006,206,6.2,1.85,224
Color,Peter Cattaneo,47,107,11,419,Olivia Williams,773,54606,Comedy|Crime|Romance,James Nesbitt,Lucky Break,1940,2440,Peter McNamara,0,escape|prison|prison escape|sadism|solitary confinement,http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1,34,English,UK,PG-13,6000000,2001,766,6.2,2.35,30
Color,Fred Zinnemann,38,117,160,898,Jane Fonda,11000,,Drama,Meryl Streep,Julia,6454,15604,Vanessa Redgrave,2,1930s|female protagonist|nazi|romantic friendship|writer,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,44,English,USA,PG,7840000,1977,949,7.4,1.85,733
Color,S.R. Bindler,26,85,0,499,Scott Glenn,11000,36497,Comedy,Matthew McConaughey,"Surfer, Dude",7367,14599,Sarah Wright,0,barefoot|endorsement|surfboard|virtual reality|waves,http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1,37,English,USA,R,6000000,2008,826,4.7,1.85,850
Black and White,Tony Kaye,47,152,194,0,Pat Buchanan,103,23807,Documentary,Noam Chomsky,Lake of Fire,2143,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,http://www.imdb.com/title/tt0841119/?ref_=fn_tt_tt_1,29,English,USA,Unrated,,2006,2,8.3,,570
Color,Greg Marcks,68,85,9,407,Barbara Hershey,861,,Comedy|Crime|Drama,Henry Thomas,11:14,38273,2200,Shawn Hatosy,1,convenience store|multiple perspectives|murder|paramedic|van,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1,133,English,USA,R,6000000,2003,618,7.2,1.85,0
Color,Perry Lang,19,76,17,259,Kevin Tighe,636,,Action|Drama|Thriller,Catherine Bell,Men of War,2989,2152,Tim Guinee,1,cockney accent|fight|island|machismo|mercenary,http://www.imdb.com/title/tt0110490/?ref_=fn_tt_tt_1,38,English,USA,R,8600000,1994,472,5.8,2.35,176
Color,Jake Goldberger,39,87,2,99,M. Emmet Walsh,592,,Drama|Mystery|Thriller,Pruitt Taylor Vince,Don McKay,2050,1227,Robert Wahlberg,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,17,English,USA,R,,2009,521,5.9,1.85,275
Color,Stefan Ruzowitzky,162,95,24,874,Olivia Wilde,16000,65804,Crime|Drama|Thriller,Charlie Hunnam,Deadfall,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,English,USA,R,12000000,2012,10000,6.3,2.35,0
Color,Vic Sarin,37,101,24,130,Aidan Quinn,933,,Drama|Family,Connie Nielsen,A Shine of Rainbows,1696,1940,John Bell,2,island|love|new home|orphan|rainbow,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,19,English,Canada,PG,6000000,2009,767,7.2,2.35,1000
Color,William Kaufman,26,90,58,787,Sean Cook,848,,Action|Thriller,Drew Waters,The Hit List,10196,3469,Cole Hauser,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,http://www.imdb.com/title/tt1575694/?ref_=fn_tt_tt_1,39,English,USA,R,6000000,2011,816,5.4,1.85,0
Color,,10,240,,334,Blake Ritson,805,,Comedy|Drama|Romance,Romola Garai,Emma,10388,2563,Rupert Evans,1,friendship|love triangle|matchmaker|naivety|opposites attract,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,50,English,UK,,,,432,8.2,1.78,0
Color,David Cronenberg,179,89,0,15,Leslie Carlson,391,,Horror|Mystery|Sci-Fi|Thriller,Debbie Harry,Videodrome,60522,477,Reiner Schwarz,0,cyberpunk|hallucination|illegality|snuff film|surrealism,http://www.imdb.com/title/tt0086541/?ref_=fn_tt_tt_1,228,English,Canada,R,5952000,1983,20,7.3,1.85,0
Color,C茅dric Klapisch,88,111,82,269,C茅cile De France,809,3895664,Comedy|Drama,Romain Duris,L'auberge espagnole,34383,1858,Iddo Goldberg,0,apartment|erasmus|language|student|trip,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,149,French,France,R,5300000,2002,447,7.3,1.85,0
Color,Kate Barker-Froyland,43,86,4,444,Shawn Parsons,11000,20200,Drama|Music,Anne Hathaway,Song One,6797,12772,Li Jun Li,1,musician|number in title|recording|sibling,http://www.imdb.com/title/tt2182972/?ref_=fn_tt_tt_1,21,English,USA,PG-13,6000000,2014,485,5.8,,0
Color,Martin Koolhoven,111,103,12,19,Tygo Gernandt,163,542860,Drama|History|War,Yorick van Wageningen,Winter in Wartime,9230,219,Martijn Lakemeier,1,horse|nazi|occupation|resistance movement|uncle nephew relationship,http://www.imdb.com/title/tt0795441/?ref_=fn_tt_tt_1,37,Dutch,Netherlands,R,4000000,2008,20,7.1,2.35,0
,Charles Matthau,13,90,139,1000,Michael Jai White,2000,,Comedy|Crime|Thriller,Billy Burke,Freaky Deaky,6741,6569,Bill Duke,0,black panties|bomb squad|car bomb|dynamite|girl in panties,http://www.imdb.com/title/tt0938305/?ref_=fn_tt_tt_1,11,English,USA,R,6000000,2012,2000,6.5,,0
Black and White,John Frankenheimer,64,133,287,28,Paul Scofield,343,,Thriller|War,Jeanne Moreau,The Train,10119,502,Michel Simon,0,art|french|german|painting|train,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,124,English,France,Unrated,6700000,1964,94,7.9,1.66,0
Color,Christopher M. Bessette,6,88,0,57,John Billingsley,978,15059,Drama|Thriller,Mira Sorvino,Trade of Innocents,748,1443,Trieu Tran,2,angkor wat|human trafficking|sex slavery|sex tourism,http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1,8,English,USA,PG-13,,2012,323,5.4,2.35,543
Color,Prachya Pinkaew,112,111,64,380,Nathan Jones,778,11905519,Action|Crime|Drama|Thriller,Jon Foo,The Protector,30210,2205,Johnny Nguyen,0,die hard scenario|elephant|long take|police|sydney australia,http://www.imdb.com/title/tt0427954/?ref_=fn_tt_tt_1,214,Thai,Thailand,R,200000000,2005,635,7.1,1.85,0
